C2530175	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530175/generated-artifacts/20260809T170006-3927ee429ddb/C2530175.annotated.dxf	1742555	a242597a935d6709c61d0e1c49abcbd0f82805ba9ba26b40cc062fae1d18f1ba	2026-08-09 17:00:06.804528300 +0800
C2530423	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530423/generated-artifacts/20260809T171258-56eccd63592a/C2530423.annotated.dxf	1733356	db4f4de7bcf00fc6d3058738b45569d0dc5d7db218e6c0c90077cede15037ef2	2026-08-09 17:12:58.884592182 +0800
C2530429	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530429/generated-artifacts/20260809T172227-8fc3b1fc33ff/C2530429.annotated.dxf	1745950	2a6ed72828e4de40e022bf031e1c1c410797e72ae7a3963510bba002f00176d1	2026-08-09 17:22:27.336995635 +0800
C2530534	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530534/generated-artifacts/20260809T174855-272a56c13676/C2530534.annotated.dxf	571999	71f50bd46bf234bf80a74f61aecdd0d2fa67ad1ee7067f8b5f4d7a9377dc48bf	2026-08-09 17:48:55.183586136 +0800
C2530581	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530581/generated-artifacts/20260809T175640-c6f87490cc17/C2530581.annotated.dxf	1173295	d7ed9ef2f438629896ab76e3e96899740bc3d4bbcfdafd7c57fe683b16f21784	2026-08-09 17:56:40.614237946 +0800
C2530633	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530633/generated-artifacts/20260809T182629-8fecb6d4a340/C2530633.annotated.dxf	917214	20d9fd5857b659747e24ed743e9b96b8c554f260ab79c05180456877380d3ddb	2026-08-09 18:26:29.589047701 +0800
C2530642	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530642/generated-artifacts/20260809T183257-a55bdcc8192c/C2530642.annotated.dxf	996132	4f74f23fdc8603f2a8c9c3bcd2f5eb92394253422fc0807d649e6d35add2b848	2026-08-09 18:32:57.873224264 +0800
C2530682	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530682/generated-artifacts/20260809T191259-76d96f84c8e3/C2530682.annotated.dxf	778203	30521cf0f303f5601984abaab91e88afe27571bb32f8d532438797f6d94fbc85	2026-08-09 19:12:59.669165159 +0800
C2530692	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530692/generated-artifacts/20260809T184557-65a63057c7d1/C2530692.annotated.dxf	617254	2733edd6e24d4f1630aa5482b69c2f9a189aebf4397719a67715efa553c3577d	2026-08-09 18:45:57.297516389 +0800
C2530694	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530694/generated-artifacts/20260809T190928-74502398aa35/C2530694.annotated.dxf	805873	2b59befe9854a1986ac459304ddfd9cf3a0595f1e8984373a974fdea01bea469	2026-08-09 19:09:28.758571348 +0800
C2530790	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530790/generated-artifacts/20260727T164836-fe166710360e/C2530790.annotated.dxf	1619966	21467fd3da8a098510b4fa395e02ac0c3f6bcd6ea375724bc661ef45fd7128bb	2026-07-27 16:48:36.037941079 +0800
C2530900	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2530900/generated-artifacts/20260809T194508-eb1c7b190af7/C2530900.annotated.dxf	1475316	d2a879de961ee128dc56ff98a2c84c082f444f794d48d96757dbbbd5e7a96fbf	2026-08-09 19:45:08.918701617 +0800
C2531023	/root/autodl-tmp/ai4manufacturing_annotation/annotation_data/cases/C2531023/generated-artifacts/20260809T184548-54c10117ad41/C2531023.annotated.dxf	919182	04008af254450f4d3a83fc96465b591d4bfa842e0117ffc19bbe5421a202d2a9	2026-08-09 18:45:48.969460425 +0800
